location,date,vaccine,total_vaccinations
Latvia,2021-05-01,Oxford/AstraZeneca,179597
Latvia,2021-05-01,Pfizer/BioNTech,105665
Latvia,2021-05-02,Johnson&Johnson,368
Latvia,2021-05-02,Moderna,76078
Latvia,2021-05-02,Oxford/AstraZeneca,179619
Latvia,2021-05-02,Pfizer/BioNTech,107205
Latvia,2021-05-03,Johnson&Johnson,369
Latvia,2021-05-03,Moderna,76720
Latvia,2021-05-03,Oxford/AstraZeneca,180162
Latvia,2021-05-03,Pfizer/BioNTech,109011
Latvia,2021-05-04,Johnson&Johnson,372
Latvia,2021-05-04,Moderna,76809
Latvia,2021-05-04,Oxford/AstraZeneca,180166
Latvia,2021-05-04,Pfizer/BioNTech,117802
Latvia,2021-05-05,Johnson&Johnson,507
Latvia,2021-05-05,Moderna,80699
Latvia,2021-05-05,Oxford/AstraZeneca,182974
Latvia,2021-05-05,Pfizer/BioNTech,127738
Latvia,2021-05-06,Johnson&Johnson,679
Latvia,2021-05-06,Moderna,85040
Latvia,2021-05-06,Oxford/AstraZeneca,186877
Latvia,2021-05-06,Pfizer/BioNTech,141046
Latvia,2021-05-07,Johnson&Johnson,844
Latvia,2021-05-07,Moderna,89092
Latvia,2021-05-07,Oxford/AstraZeneca,189910
Latvia,2021-05-07,Pfizer/BioNTech,153820
Latvia,2021-05-08,Johnson&Johnson,892
Latvia,2021-05-08,Moderna,90762
Latvia,2021-05-08,Oxford/AstraZeneca,191031
Latvia,2021-05-08,Pfizer/BioNTech,163283
Latvia,2021-05-09,Johnson&Johnson,975
Latvia,2021-05-09,Moderna,90765
Latvia,2021-05-09,Oxford/AstraZeneca,191057
Latvia,2021-05-09,Pfizer/BioNTech,164798
Latvia,2021-05-10,Johnson&Johnson,1100
Latvia,2021-05-10,Moderna,92733
Latvia,2021-05-10,Oxford/AstraZeneca,193514
Latvia,2021-05-10,Pfizer/BioNTech,169839
Latvia,2021-05-11,Johnson&Johnson,1380
Latvia,2021-05-11,Moderna,95298
Latvia,2021-05-11,Oxford/AstraZeneca,195816
Latvia,2021-05-11,Pfizer/BioNTech,182706
Latvia,2021-05-12,Johnson&Johnson,1951
Latvia,2021-05-12,Moderna,98966
Latvia,2021-05-12,Oxford/AstraZeneca,198361
Latvia,2021-05-12,Pfizer/BioNTech,198745
Latvia,2021-05-13,Johnson&Johnson,2612
Latvia,2021-05-13,Moderna,102568
Latvia,2021-05-13,Oxford/AstraZeneca,201246
Latvia,2021-05-13,Pfizer/BioNTech,214061
Latvia,2021-05-14,Johnson&Johnson,3530
Latvia,2021-05-14,Moderna,105576
Latvia,2021-05-14,Oxford/AstraZeneca,204701
Latvia,2021-05-14,Pfizer/BioNTech,228624
Latvia,2021-05-15,Johnson&Johnson,3623
Latvia,2021-05-15,Moderna,106106
Latvia,2021-05-15,Oxford/AstraZeneca,205296
Latvia,2021-05-15,Pfizer/BioNTech,240721
Latvia,2021-05-16,Johnson&Johnson,3643
Latvia,2021-05-16,Moderna,106348
Latvia,2021-05-16,Oxford/AstraZeneca,205336
Latvia,2021-05-16,Pfizer/BioNTech,245456
Latvia,2021-05-17,Johnson&Johnson,4276
Latvia,2021-05-17,Moderna,108981
Latvia,2021-05-17,Oxford/AstraZeneca,207692
Latvia,2021-05-17,Pfizer/BioNTech,251802
Latvia,2021-05-18,Johnson&Johnson,5556
Latvia,2021-05-18,Moderna,113538
Latvia,2021-05-18,Oxford/AstraZeneca,209460
Latvia,2021-05-18,Pfizer/BioNTech,261538
Latvia,2021-05-19,Johnson&Johnson,7469
Latvia,2021-05-19,Moderna,118928
Latvia,2021-05-19,Oxford/AstraZeneca,211595
Latvia,2021-05-19,Pfizer/BioNTech,275236
Latvia,2021-05-20,Johnson&Johnson,9259
Latvia,2021-05-20,Moderna,124904
Latvia,2021-05-20,Oxford/AstraZeneca,213720
Latvia,2021-05-20,Pfizer/BioNTech,286775
Latvia,2021-05-21,Johnson&Johnson,11647
Latvia,2021-05-21,Moderna,128993
Latvia,2021-05-21,Oxford/AstraZeneca,215143
Latvia,2021-05-21,Pfizer/BioNTech,299640
Latvia,2021-05-22,Johnson&Johnson,13129
Latvia,2021-05-22,Moderna,130626
Latvia,2021-05-22,Oxford/AstraZeneca,215563
Latvia,2021-05-22,Pfizer/BioNTech,308849
Latvia,2021-05-23,Johnson&Johnson,13341
Latvia,2021-05-23,Moderna,131476
Latvia,2021-05-23,Oxford/AstraZeneca,215567
Latvia,2021-05-23,Pfizer/BioNTech,310605
Latvia,2021-05-24,Johnson&Johnson,14708
Latvia,2021-05-24,Moderna,134220
Latvia,2021-05-24,Oxford/AstraZeneca,217488
Latvia,2021-05-24,Pfizer/BioNTech,316442
Latvia,2021-05-25,Johnson&Johnson,15831
Latvia,2021-05-25,Moderna,138301
Latvia,2021-05-25,Oxford/AstraZeneca,219820
Latvia,2021-05-25,Pfizer/BioNTech,329431
Latvia,2021-05-26,Johnson&Johnson,16857
Latvia,2021-05-26,Moderna,142315
Latvia,2021-05-26,Oxford/AstraZeneca,222921
Latvia,2021-05-26,Pfizer/BioNTech,343187
Latvia,2021-05-27,Johnson&Johnson,17785
Latvia,2021-05-27,Moderna,145995
Latvia,2021-05-27,Oxford/AstraZeneca,225698
Latvia,2021-05-27,Pfizer/BioNTech,357699
Latvia,2021-05-28,Johnson&Johnson,19217
Latvia,2021-05-28,Moderna,150126
Latvia,2021-05-28,Oxford/AstraZeneca,227640
Latvia,2021-05-28,Pfizer/BioNTech,374873
Latvia,2021-05-29,Johnson&Johnson,20866
Latvia,2021-05-29,Moderna,150783
Latvia,2021-05-29,Oxford/AstraZeneca,227892
Latvia,2021-05-29,Pfizer/BioNTech,384174
Latvia,2021-05-30,Johnson&Johnson,21603
Latvia,2021-05-30,Moderna,150977
Latvia,2021-05-30,Oxford/AstraZeneca,227927
Latvia,2021-05-30,Pfizer/BioNTech,387345
Latvia,2021-05-31,Johnson&Johnson,22662
Latvia,2021-05-31,Moderna,152672
Latvia,2021-05-31,Oxford/AstraZeneca,229555
Latvia,2021-05-31,Pfizer/BioNTech,395994
Latvia,2021-06-01,Johnson&Johnson,23612
Latvia,2021-06-01,Moderna,154426
Latvia,2021-06-01,Oxford/AstraZeneca,232226
Latvia,2021-06-01,Pfizer/BioNTech,411788
Latvia,2021-06-02,Johnson&Johnson,25069
Latvia,2021-06-02,Moderna,157334
Latvia,2021-06-02,Oxford/AstraZeneca,234912
Latvia,2021-06-02,Pfizer/BioNTech,426711
Latvia,2021-06-03,Johnson&Johnson,26148
Latvia,2021-06-03,Moderna,161253
Latvia,2021-06-03,Oxford/AstraZeneca,237241
Latvia,2021-06-03,Pfizer/BioNTech,441170
Latvia,2021-06-04,Johnson&Johnson,27962
Latvia,2021-06-04,Moderna,166065
Latvia,2021-06-04,Oxford/AstraZeneca,238554
Latvia,2021-06-04,Pfizer/BioNTech,453281
Latvia,2021-06-05,Johnson&Johnson,29001
Latvia,2021-06-05,Moderna,167735
Latvia,2021-06-05,Oxford/AstraZeneca,238818
Latvia,2021-06-05,Pfizer/BioNTech,461545
Latvia,2021-06-06,Johnson&Johnson,30083
Latvia,2021-06-06,Moderna,167840
Latvia,2021-06-06,Oxford/AstraZeneca,238830
Latvia,2021-06-06,Pfizer/BioNTech,465557
Latvia,2021-06-07,Johnson&Johnson,31130
Latvia,2021-06-07,Moderna,170084
Latvia,2021-06-07,Oxford/AstraZeneca,240770
Latvia,2021-06-07,Pfizer/BioNTech,475246
Latvia,2021-06-08,Johnson&Johnson,32541
Latvia,2021-06-08,Moderna,172307
Latvia,2021-06-08,Oxford/AstraZeneca,244058
Latvia,2021-06-08,Pfizer/BioNTech,486418
Latvia,2021-06-09,Johnson&Johnson,33755
Latvia,2021-06-09,Moderna,174563
Latvia,2021-06-09,Oxford/AstraZeneca,247622
Latvia,2021-06-09,Pfizer/BioNTech,497731
Latvia,2021-06-10,Johnson&Johnson,35352
Latvia,2021-06-10,Moderna,176924
Latvia,2021-06-10,Oxford/AstraZeneca,250749
Latvia,2021-06-10,Pfizer/BioNTech,507644
Latvia,2021-06-11,Johnson&Johnson,36924
Latvia,2021-06-11,Moderna,179578
Latvia,2021-06-11,Oxford/AstraZeneca,253263
Latvia,2021-06-11,Pfizer/BioNTech,518277
Latvia,2021-06-12,Johnson&Johnson,38218
Latvia,2021-06-12,Moderna,180626
Latvia,2021-06-12,Oxford/AstraZeneca,253488
Latvia,2021-06-12,Pfizer/BioNTech,523964
Latvia,2021-06-13,Johnson&Johnson,38681
Latvia,2021-06-13,Moderna,180952
Latvia,2021-06-13,Oxford/AstraZeneca,253498
Latvia,2021-06-13,Pfizer/BioNTech,524793
Latvia,2021-06-14,Johnson&Johnson,39574
Latvia,2021-06-14,Moderna,182886
Latvia,2021-06-14,Oxford/AstraZeneca,254760
Latvia,2021-06-14,Pfizer/BioNTech,531076
Latvia,2021-06-15,Johnson&Johnson,41238
Latvia,2021-06-15,Moderna,184599
Latvia,2021-06-15,Oxford/AstraZeneca,257543
Latvia,2021-06-15,Pfizer/BioNTech,537885
Latvia,2021-06-16,Johnson&Johnson,42837
Latvia,2021-06-16,Moderna,186685
Latvia,2021-06-16,Oxford/AstraZeneca,260302
Latvia,2021-06-16,Pfizer/BioNTech,547341
Latvia,2021-06-17,Johnson&Johnson,44491
Latvia,2021-06-17,Moderna,188266
Latvia,2021-06-17,Oxford/AstraZeneca,262553
Latvia,2021-06-17,Pfizer/BioNTech,555135
Latvia,2021-06-18,Johnson&Johnson,46497
Latvia,2021-06-18,Moderna,190199
Latvia,2021-06-18,Oxford/AstraZeneca,264624
Latvia,2021-06-18,Pfizer/BioNTech,566427
Latvia,2021-06-19,Johnson&Johnson,47987
Latvia,2021-06-19,Moderna,191810
Latvia,2021-06-19,Oxford/AstraZeneca,265144
Latvia,2021-06-19,Pfizer/BioNTech,571270
Latvia,2021-06-20,Johnson&Johnson,48648
Latvia,2021-06-20,Moderna,192514
Latvia,2021-06-20,Oxford/AstraZeneca,265207
Latvia,2021-06-20,Pfizer/BioNTech,573318
Latvia,2021-06-21,Johnson&Johnson,50167
Latvia,2021-06-21,Moderna,194251
Latvia,2021-06-21,Oxford/AstraZeneca,268249
Latvia,2021-06-21,Pfizer/BioNTech,579548
Latvia,2021-06-22,Johnson&Johnson,51457
Latvia,2021-06-22,Moderna,195658
Latvia,2021-06-22,Oxford/AstraZeneca,269319
Latvia,2021-06-22,Pfizer/BioNTech,586130
Latvia,2021-06-23,Johnson&Johnson,51583
Latvia,2021-06-23,Moderna,195692
Latvia,2021-06-23,Oxford/AstraZeneca,269321
Latvia,2021-06-23,Pfizer/BioNTech,586305
Latvia,2021-06-24,Johnson&Johnson,51593
