Updated On,State,Total Doses Administered,Sessions,Sites,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered),Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered),AEFI,18-44 Years (Doses Administered),45-60 Years (Doses Administered),60+ Years (Doses Administered),18-44 Years (Individuals Vaccinated),45-60 Years (Individuals Vaccinated),60+ Years (Individuals Vaccinated),Male (Individuals Vaccinated),Female (Individuals Vaccinated),Transgender (Individuals Vaccinated)
06/10/2021,Kerala,36298609,865907,1383,24853783,11444826,17472755,18817103,8751,3731762,32506829,60018,2861,15120866,11189495,9988248,0,0,0,0,0,0
06/10/2021,Madhya Pradesh,64607273,2751620,6500,48819960,15787313,34191234,30402615,13424,6903316,57684934,19023,1187,39878585,15518017,9210671,0,0,0,0,0,0
06/10/2021,Chhattisgarh,18489320,2256533,3805,12842921,5646399,9250485,9236547,2288,2078582,16402073,8665,696,9371894,5989804,3127622,0,0,0,0,0,0
06/10/2021,Telangana,26980097,1920705,1141,19541498,7438599,13699367,13275710,5020,4189978,22660072,130047,425,14972917,7634810,4372370,0,0,0,0,0,0
06/10/2021,Mizoram,1157504,18183,27,699641,457863,579347,577945,212,0,1157504,0,1220,702466,284512,170526,0,0,0,0,0,0
06/10/2021,Tamil Nadu,49694955,1858733,2451,37354879,12340076,24319307,25366593,9055,6367758,43253125,74072,348,27879282,13777543,8038130,0,0,0,0,0,0
06/10/2021,Odisha,32149343,1120957,1245,23028237,9121106,16411026,15731123,7194,4027982,28115571,5790,694,16807763,9264719,6076861,0,0,0,0,0,0
06/10/2021,Goa,1988100,52002,52,1235627,752473,1083304,904603,193,30683,1957417,0,619,1121511,515515,351074,0,0,0,0,0,0
06/10/2021,Ladakh,347529,2976,14,206400,141129,198288,149200,41,0,347529,0,7,215876,75527,56126,0,0,0,0,0,0
06/10/2021,Manipur,1749453,69250,118,1229107,520346,933764,815226,463,0,1748658,795,151,1012387,475301,261765,0,0,0,0,0,0
06/10/2021,Karnataka,57513806,4276115,3991,39645064,17868742,29018635,28485201,9970,6692164,50725187,96455,2827,31178938,16028188,10306680,0,0,0,0,0,0
06/10/2021,Dadra and Nagar Haveli and Daman and Diu,953715,43030,55,650031,303684,640567,312948,200,48,953667,0,146,731018,170570,52127,0,0,0,0,0,0
06/10/2021,Tripura,3951598,71283,202,2498632,1452966,2009119,1941887,592,78067,3873531,0,78,1997964,1295291,658343,0,0,0,0,0,0
06/10/2021,Delhi,18659191,355053,1272,12381420,6277771,10813339,7840589,5263,4060444,14524297,74450,1207,11691907,4610888,2356396,0,0,0,0,0,0
06/10/2021,Nagaland,1086902,35366,75,692082,394820,611984,474751,167,0,1081710,5192,61,710888,253797,122217,0,0,0,0,0,0
06/10/2021,Arunachal Pradesh,1208728,31570,118,760409,448319,663179,545261,288,0,1208728,0,291,787046,306452,115230,0,0,0,0,0,0
06/10/2021,Maharashtra,85193200,3613229,6924,59460947,25732253,46037081,39139710,16409,10285796,74709909,197495,5429,44211651,24004443,16977106,0,0,0,0,0,0
06/10/2021,Rajasthan,57608801,4180647,6403,41016799,16592002,29892487,27704517,11797,6881680,50711632,15489,630,31263807,14896334,11448660,0,0,0,0,0,0
06/10/2021,Punjab,20184934,1395818,1605,14879112,5305822,11011193,9171164,2577,2316564,17856374,11996,278,10817081,5535250,3832603,0,0,0,0,0,0
06/10/2021,Gujarat,62882433,1872127,4386,42730263,20152170,34355949,28515902,10582,6949091,55908363,24979,1782,34889735,17240738,10751960,0,0,0,0,0,0
06/10/2021,Lakshadweep,97845,10440,10,54929,42916,52240,45600,5,0,97845,0,10,54370,28105,15370,0,0,0,0,0,0
06/10/2021,Andaman and Nicobar Islands,452384,8118,27,290843,161541,241373,210948,63,0,452384,0,7,243716,140641,68027,0,0,0,0,0,0
06/10/2021,Haryana,23698478,1091978,1277,16985374,6713104,13008510,10685145,4823,2997851,20628777,71850,995,14048622,5559280,4090576,0,0,0,0,0,0
06/10/2021,Jammu and Kashmir,12426098,1648270,2049,8585919,3840179,6955673,5468069,2356,703451,11722647,0,246,6361406,3871005,2193687,0,0,0,0,0,0
06/10/2021,Uttarakhand,10664319,252041,622,7395444,3268875,5487369,5172897,4053,686312,9975310,2697,493,6172287,2608075,1883957,0,0,0,0,0,0
06/10/2021,Chandigarh,1382714,26160,62,909730,472984,791332,591169,213,5288,1377426,0,181,854607,343089,185018,0,0,0,0,0,0
06/10/2021,Bihar,59228889,10162171,10400,46185407,13043482,29764735,29451082,13072,6235210,52985441,8238,286,34760615,13949135,10519139,0,0,0,0,0,0
06/10/2021,Puducherry,1044869,94500,60,709565,335304,508136,536508,225,74,1044795,0,28,568801,293867,182201,0,0,0,0,0,0
06/10/2021,Jharkhand,18463151,666958,1558,14035825,4427326,9835782,8623054,4315,2555941,15900037,7173,960,11036835,4604799,2821517,0,0,0,0,0,0
06/10/2021,Assam,25216927,1553998,2390,19105608,6111319,12837532,12375706,3689,2406064,22808565,2298,291,15406309,6815350,2995268,0,0,0,0,0,0
06/10/2021,Uttar Pradesh,112152178,5847189,5349,89257887,22894291,59893197,52211150,47831,12702921,99407997,41260,1812,65536603,29518946,17096629,0,0,0,0,0,0
06/11/2021,Telangana,33571343,4497552,3230,23169120,10402223,17001212,16563768,6363,4763716,28671837,135790,525,19386311,8989952,5195080,0,0,0,0,0,0
06/11/2021,Himachal Pradesh,9363265,75989,312,5723600,3639665,4753261,4607885,2119,3842,9356449,2974,780,5029640,2569970,1763655,0,0,0,0,0,0
06/11/2021,Sikkim,975871,1320,3,521931,453940,533959,441556,356,0,975871,0,301,654981,207394,113496,0,0,0,0,0,0
06/11/2021,Andhra Pradesh,54805672,2699863,2043,33431379,21374293,25545806,29249517,10349,7795073,46948387,62212,777,26026855,19225367,9553450,0,0,0,0,0,0
06/11/2021,Rajasthan,62991586,758090,997,42618606,20372980,32571139,30407560,12887,7300353,55674809,16424,690,35051544,15848932,12091110,0,0,0,0,0,0
06/11/2021,Punjab,22373257,1123151,1884,16014428,6358829,12141472,10228944,2841,2505581,19854502,13174,297,12300168,5969627,4103462,0,0,0,0,0,0
06/11/2021,Tripura,4246906,439268,814,2515452,1731454,2153526,2092738,642,82962,4163944,0,79,2252396,1325705,668805,0,0,0,0,0,0
06/11/2021,Tripura,4246906,439268,814,2515452,1731454,2153526,2092738,642,82962,4163944,0,79,2252396,1325705,668805,0,0,0,0,0,0
06/11/2021,Goa,2201286,46827,49,1266053,935233,1207535,993533,218,31545,2169741,0,624,1284053,550594,366639,0,0,0,0,0,0
06/11/2021,Uttarakhand,11497930,126906,276,7486987,4010943,5906417,5587021,4492,736431,10758191,3308,526,6789148,2738761,1970021,0,0,0,0,0,0
06/11/2021,West Bengal,80698775,775754,973,58191984,22506791,40722456,39962167,14152,8798791,71821861,78123,3600,43990613,23048854,13659308,0,0,0,0,0,0
06/11/2021,Bihar,69302219,6955594,7550,50309167,18993052,34436025,34850607,15587,7227141,62065015,10063,309,41618869,15817389,11865961,0,0,0,0,0,0
06/11/2021,Andaman and Nicobar Islands,503986,9422,28,294452,209534,268255,235654,77,0,503986,0,8,289528,144940,69518,0,0,0,0,0,0
06/11/2021,Madhya Pradesh,71510160,1740249,4591,49970682,21539478,37680617,33814672,14871,7664763,63824898,20499,1257,44419714,17017573,10072873,0,0,0,0,0,0
06/11/2021,Puducherry,1147461,93309,60,735922,411539,553703,593518,240,74,1147387,0,28,638221,315616,193624,0,0,0,0,0,0
06/11/2021,Haryana,26080472,1092608,1477,17823474,8256998,14312874,11762246,5352,3298252,22706678,75542,1015,15771075,5959797,4349600,0,0,0,0,0,0
06/11/2021,Ladakh,364784,1849,11,209281,155503,210356,154387,41,0,364784,0,11,230840,76965,56979,0,0,0,0,0,0
06/11/2021,Uttar Pradesh,132978467,6236153,4917,99098893,33879574,70060737,62861216,56514,15171867,117760200,46400,1960,79682022,33841266,19455179,0,0,0,0,0,0
06/11/2021,Ladakh,364784,1849,11,209281,155503,210356,154387,41,0,364784,0,11,230840,76965,56979,0,0,0,0,0,0
06/11/2021,Nagaland,1216751,6321,15,712753,503998,683058,533501,192,0,1210906,5845,66,814472,273283,128996,0,0,0,0,0,0
06/11/2021,Andhra Pradesh,54805672,2699863,2043,33431379,21374293,25545806,29249517,10349,7795073,46948387,62212,777,26026855,19225367,9553450,0,0,0,0,0,0
06/11/2021,Lakshadweep,101971,1190,7,55147,46824,54320,47645,6,0,101971,0,12,57542,28703,15726,0,0,0,0,0,0
06/11/2021,Meghalaya,1792130,86543,285,1112876,679254,936263,855626,241,0,1792130,0,310,1189446,434806,167878,0,0,0,0,0,0
06/11/2021,Kerala,39802758,727782,1157,25408716,14394042,19152678,20640305,9775,3948575,35787554,66629,2901,17358425,11934418,10509915,0,0,0,0,0,0
06/11/2021,Tamil Nadu,59489069,2826183,2585,41449325,18039744,28980970,30496984,11115,7232112,52173260,83697,391,33914517,16158015,9416537,0,0,0,0,0,0
06/11/2021,Arunachal Pradesh,1327722,22190,89,775088,552634,729262,598154,306,0,1327722,0,292,887908,319956,119858,0,0,0,0,0,0
06/11/2021,Sikkim,975871,1320,3,521931,453940,533959,441556,356,0,975871,0,301,654981,207394,113496,0,0,0,0,0,0
06/11/2021,Uttarakhand,11497930,126906,276,7486987,4010943,5906417,5587021,4492,736431,10758191,3308,526,6789148,2738761,1970021,0,0,0,0,0,0
06/11/2021,Dadra and Nagar Haveli and Daman and Diu,1040340,38190,71,662389,377951,700538,339583,219,52,1040288,0,0,139,805929,179683,0,0,0,0,0,0
06/11/2021,Jharkhand,21112320,855643,1450,15216525,5895795,11139865,9967513,4942,2891678,18212002,8640,979,12978587,5087422,3046311,0,0,0,0,0,0
06/11/2021,Maharashtra,99126745,1662079,2487,67695928,31430817,53431923,45675675,19147,11893544,87005083,228118,5516,54123910,26439291,18563544,0,0,0,0,0,0
06/11/2021,Jammu and Kashmir,15135087,1251505,1837,9528502,5606585,8455527,6676754,2806,939573,14195514,0,260,8301157,4394602,2439328,0,0,0,0,0,0
06/11/2021,Tamil Nadu,59489069,2826183,2585,41449325,18039744,28980970,30496984,11115,7232112,52173260,83697,391,33914517,16158015,9416537,0,0,0,0,0,0
06/11/2021,Assam,28901249,1485067,2524,20287028,8614221,14565413,14331602,4234,2720000,26178897,2352,300,18042867,7531403,3326979,0,0,0,0,0,0
06/11/2021,Delhi,20692840,338439,1417,13128308,7564532,11993062,8693847,5931,4478341,16132423,82076,1235,13347680,4900297,2444863,0,0,0,0,0,0
06/11/2021,Andaman and Nicobar Islands,503986,9422,28,294452,209534,268255,235654,77,0,503986,0,8,289528,144940,69518,0,0,0,0,0,0
06/11/2021,Mizoram,1234793,2930,5,713684,521109,619153,615399,241,0,1234793,0,1223,768334,292517,173942,0,0,0,0,0,0
06/11/2021,Karnataka,66420414,7296132,7468,42779428,23640986,33403481,33005465,11468,7653737,58663825,102852,2923,37187361,17829289,11403764,0,0,0,0,0,0
06/11/2021,Punjab,22373257,1123151,1884,16014428,6358829,12141472,10228944,2841,2505581,19854502,13174,297,12300168,5969627,4103462,0,0,0,0,0,0
06/11/2021,Nagaland,1216751,6321,15,712753,503998,683058,533501,192,0,1210906,5845,66,814472,273283,128996,0,0,0,0,0,0
06/11/2021,Puducherry,1147461,93309,60,735922,411539,553703,593518,240,74,1147387,0,28,638221,315616,193624,0,0,0,0,0,0
06/11/2021,Maharashtra,99126745,1662079,2487,67695928,31430817,53431923,45675675,19147,11893544,87005083,228118,5516,54123910,26439291,18563544,0,0,0,0,0,0
06/11/2021,Manipur,2004547,8093,32,1252873,751674,1057422,946607,518,0,2003140,1407,153,1189928,524876,289743,0,0,0,0,0,0
06/11/2021,Manipur,2004547,8093,32,1252873,751674,1057422,946607,518,0,2003140,1407,153,1189928,524876,289743,0,0,0,0,0,0
06/11/2021,Chhattisgarh,22453280,1379067,1986,14930335,7522945,11199329,11251184,2767,2363573,20080513,9194,709,12072362,6856309,3524609,0,0,0,0,0,0
06/11/2021,Delhi,20692840,338439,1417,13128308,7564532,11993062,8693847,5931,4478341,16132423,82076,1235,13347680,4900297,2444863,0,0,0,0,0,0
06/11/2021,Madhya Pradesh,71510160,1740249,4591,49970682,21539478,37680617,33814672,14871,7664763,63824898,20499,1257,44419714,17017573,10072873,0,0,0,0,0,0
06/11/2021,Uttar Pradesh,132978467,6236153,4917,99098893,33879574,70060737,62861216,56514,15171867,117760200,46400,1960,79682022,33841266,19455179,0,0,0,0,0,0
06/11/2021,Meghalaya,1792130,86543,285,1112876,679254,936263,855626,241,0,1792130,0,310,1189446,434806,167878,0,0,0,0,0,0
06/11/2021,Jammu and Kashmir,15135087,1251505,1837,9528502,5606585,8455527,6676754,2806,939573,14195514,0,260,8301157,4394602,2439328,0,0,0,0,0,0
06/11/2021,Gujarat,71567743,604838,738,44852154,26715589,39116443,32439019,12281,7821350,63717790,28603,1901,41126622,18930120,11511001,0,0,0,0,0,0
06/11/2021,Haryana,26080472,1092608,1477,17823474,8256998,14312874,11762246,5352,3298252,22706678,75542,1015,15771075,5959797,4349600,0,0,0,0,0,0
06/11/2021,Chandigarh,1484928,17216,48,927689,557239,848209,636491,228,5422,1479506,0,179,937786,357437,189705,0,0,0,0,0,0
06/11/2021,Assam,28901249,1485067,2524,20287028,8614221,14565413,14331602,4234,2720000,26178897,2352,300,18042867,7531403,3326979,0,0,0,0,0,0
06/11/2021,Arunachal Pradesh,1327722,22190,89,775088,552634,729262,598154,306,0,1327722,0,292,887908,319956,119858,0,0,0,0,0,0
06/11/2021,Bihar,69302219,6955594,7550,50309167,18993052,34436025,34850607,15587,7227141,62065015,10063,309,41618869,15817389,11865961,0,0,0,0,0,0
06/11/2021,Mizoram,1234793,2930,5,713684,521109,619153,615399,241,0,1234793,0,1223,768334,292517,173942,0,0,0,0,0,0
06/11/2021,Lakshadweep,101971,1190,7,55147,46824,54320,47645,6,0,101971,0,12,57542,28703,15726,0,0,0,0,0,0
06/11/2021,Kerala,39802758,727782,1157,25408716,14394042,19152678,20640305,9775,3948575,35787554,66629,2901,17358425,11934418,10509915,0,0,0,0,0,0
06/11/2021,Dadra and Nagar Haveli and Daman and Diu,1040340,38190,71,662389,377951,700538,339583,219,52,1040288,0,0,139,805929,179683,0,0,0,0,0,0
06/11/2021,Chandigarh,1484928,17216,48,927689,557239,848209,636491,228,5422,1479506,0,179,937786,357437,189705,0,0,0,0,0,0
06/11/2021,Odisha,38817853,1223278,2050,26310819,12507034,19486701,19322080,9072,4715080,34096885,5888,752,21388063,10634420,6795370,0,0,0,0,0,0
06/11/2021,Rajasthan,62991586,758090,997,42618606,20372980,32571139,30407560,12887,7300353,55674809,16424,690,35051544,15848932,12091110,0,0,0,0,0,0
06/11/2021,Telangana,33571343,4497552,3230,23169120,10402223,17001212,16563768,6363,4763716,28671837,135790,525,19386311,8989952,5195080,0,0,0,0,0,0
06/11/2021,Himachal Pradesh,9363265,75989,312,5723600,3639665,4753261,4607885,2119,3842,9356449,2974,780,5029640,2569970,1763655,0,0,0,0,0,0
06/11/2021,Goa,2201286,46827,49,1266053,935233,1207535,993533,218,31545,2169741,0,624,1284053,550594,366639,0,0,0,0,0,0
06/11/2021,Jharkhand,21112320,855643,1450,15216525,5895795,11139865,9967513,4942,2891678,18212002,8640,979,12978587,5087422,3046311,0,0,0,0,0,0
06/11/2021,Odisha,38817853,1223278,2050,26310819,12507034,19486701,19322080,9072,4715080,34096885,5888,752,21388063,10634420,6795370,0,0,0,0,0,0
06/11/2021,Chhattisgarh,22453280,1379067,1986,14930335,7522945,11199329,11251184,2767,2363573,20080513,9194,709,12072362,6856309,3524609,0,0,0,0,0,0
06/11/2021,Karnataka,66420414,7296132,7468,42779428,23640986,33403481,33005465,11468,7653737,58663825,102852,2923,37187361,17829289,11403764,0,0,0,0,0,0
06/11/2021,Gujarat,71567743,604838,738,44852154,26715589,39116443,32439019,12281,7821350,63717790,28603,1901,41126622,18930120,11511001,0,0,0,0,0,0
06/11/2021,West Bengal,80698775,775754,973,58191984,22506791,40722456,39962167,14152,8798791,71821861,78123,3600,43990613,23048854,13659308,0,0,0,0,0,0
06/12/2021,Haryana,29444380,1833611,2076,18774269,10670111,16071782,13366514,6084,3827622,25539209,77549,1030,18263253,6522446,4658681,0,0,0,0,0,0
06/12/2021,Andaman and Nicobar Islands,564113,7968,27,297471,266642,301085,262936,92,0,564113,0,10,340770,151324,72019,0,0,0,0,0,0
06/12/2021,Haryana,29444380,1833611,2076,18774269,10670111,16071782,13366514,6084,3827622,25539209,77549,1030,18263253,6522446,4658681,0,0,0,0,0,0
06/12/2021,Madhya Pradesh,90734275,4841595,9499,51410161,39324114,47465538,43249169,19568,9475747,81237116,21412,2032,57943735,20851003,11939537,0,0,0,0,0,0
06/12/2021,Rajasthan,71463029,3559431,6423,44099758,27363271,36676515,34771535,14979,7872844,63572949,17236,739,41547809,17147299,12767921,0,0,0,0,0,0
06/12/2021,Uttar Pradesh,169036615,12907623,13092,115054567,53982048,87841334,81124341,70940,18812166,150175223,49226,2061,104949610,40907055,23179950,0,0,0,0,0,0
06/12/2021,Andaman and Nicobar Islands,564113,7968,27,297471,266642,301085,262936,92,0,564113,0,10,340770,151324,72019,0,0,0,0,0,0
06/12/2021,Jammu and Kashmir,16984722,973934,1618,9621865,7362857,9419220,7562312,3190,1095976,15888746,0,272,9797866,4631577,2555279,0,0,0,0,0,0
06/12/2021,Mizoram,1302699,11408,17,737185,565514,654445,647999,255,0,1302699,0,1224,822277,302236,178186,0,0,0,0,0,0
06/12/2021,Andhra Pradesh,61976750,3259322,3212,36184940,25791810,29205411,32759445,11894,8759169,53154709,62872,785,31054006,20675488,10247256,0,0,0,0,0,0
06/12/2021,Goa,2337387,40381,41,1288022,1049365,1291931,1045220,236,32063,2305324,0,626,1389763,571716,375908,0,0,0,0,0,0
06/12/2021,Ladakh,385204,2044,14,212462,172742,221445,163714,45,0,385204,0,19,244929,79704,60571,0,0,0,0,0,0
06/12/2021,Dadra and Nagar Haveli and Daman and Diu,1129206,48040,64,677938,451268,759231,369741,234,54,1129152,0,0,138,881554,189871,0,0,0,0,0,0
06/12/2021,Delhi,23451941,518763,1448,14156155,9295786,13472845,9972146,6950,4908970,18456473,86498,1256,15563208,5310365,2578368,0,0,0,0,0,0
06/12/2021,Tamil Nadu,73681799,3535056,2722,46627415,27054384,35793498,37873854,14447,8870460,64721977,89362,446,42786163,19567653,11327983,0,0,0,0,0,0
06/12/2021,West Bengal,95099319,2912433,4880,63766593,31332726,47288756,47793545,17018,10121859,84895681,81779,3933,53731584,26108889,15258846,0,0,0,0,0,0
06/12/2021,Lakshadweep,105679,1530,9,55473,50206,56369,49304,6,0,105679,0,16,60393,29204,16082,0,0,0,0,0,0
06/12/2021,Tripura,4611769,463418,898,2558302,2053467,2342607,2268453,709,88210,4523559,0,85,2522914,1391302,697553,0,0,0,0,0,0
06/12/2021,Goa,2337387,40381,41,1288022,1049365,1291931,1045220,236,32063,2305324,0,626,1389763,571716,375908,0,0,0,0,0,0
06/12/2021,Chhattisgarh,26898546,2796987,4128,16819391,10079155,13391495,13503614,3437,2804352,24084692,9502,722,15212408,7725106,3961032,0,0,0,0,0,0
06/12/2021,Meghalaya,2006124,162344,524,1176943,829181,1044082,961771,271,0,2006124,0,316,1366660,462512,176952,0,0,0,0,0,0
06/12/2021,Karnataka,77730127,7189265,6802,45799962,31930165,39007915,38708625,13587,8915628,68707829,106670,3186,45250554,19947699,12531874,0,0,0,0,0,0
06/12/2021,Puducherry,1284152,94120,60,787559,496593,617119,666773,260,74,1284078,0,28,728399,345447,210306,0,0,0,0,0,0
06/12/2021,Mizoram,1302699,11408,17,737185,565514,654445,647999,255,0,1302699,0,1224,822277,302236,178186,0,0,0,0,0,0
06/12/2021,Arunachal Pradesh,1418139,24371,109,797656,620483,779758,638058,323,0,1418139,0,294,962340,331159,124640,0,0,0,0,0,0
06/12/2021,Jammu and Kashmir,16984722,973934,1618,9621865,7362857,9419220,7562312,3190,1095976,15888746,0,272,9797866,4631577,2555279,0,0,0,0,0,0
06/12/2021,Uttarakhand,13058633,549696,1011,7633869,5424764,6663251,6390087,5295,824974,12229934,3725,536,8032728,2949711,2076194,0,0,0,0,0,0
06/12/2021,West Bengal,95099319,2912433,4880,63766593,31332726,47288756,47793545,17018,10121859,84895681,81779,3933,53731584,26108889,15258846,0,0,0,0,0,0
06/12/2021,Manipur,2201449,79453,222,1292766,908683,1150876,1050018,555,0,2199598,1851,155,1328074,562186,311189,0,0,0,0,0,0
06/12/2021,Sikkim,996766,6372,20,523613,473153,546146,450254,366,0,996766,0,300,673573,208926,114267,0,0,0,0,0,0
06/12/2021,Dadra and Nagar Haveli and Daman and Diu,1129206,48040,64,677938,451268,759231,369741,234,54,1129152,0,0,138,881554,189871,0,0,0,0,0,0
06/12/2021,Ladakh,385204,2044,14,212462,172742,221445,163714,45,0,385204,0,19,244929,79704,60571,0,0,0,0,0,0
06/12/2021,Assam,34347936,1947360,2941,21512286,12835650,17061557,17281427,4952,3263707,31081864,2365,311,21871257,8613621,3863058,0,0,0,0,0,0
06/12/2021,Punjab,24674909,1129533,1759,16682402,7992507,13291641,11380088,3180,2664846,21996146,13917,320,13865200,6429396,4380313,0,0,0,0,0,0
06/12/2021,Maharashtra,119474051,5302702,8669,76265845,43208206,64158180,55292390,23481,14420818,104808203,245030,5633,68695806,30019674,20758571,0,0,0,0,0,0
06/12/2021,Nagaland,1299915,40729,115,744914,555001,728326,571380,209,0,1293661,6254,68,878301,286764,134850,0,0,0,0,0,0
06/12/2021,Telangana,39280894,5935838,3670,25703842,13577052,19895738,19377705,7451,5127531,34014044,139319,2238,23241160,10165007,5874727,0,0,0,0,0,0
06/12/2021,Lakshadweep,105679,1530,9,55473,50206,56369,49304,6,0,105679,0,16,60393,29204,16082,0,0,0,0,0,0
06/12/2021,Himachal Pradesh,11240024,78357,371,5839661,5400363,5771328,5466120,2576,3842,11233208,2974,793,6420464,2860304,1959256,0,0,0,0,0,0
06/12/2021,Jharkhand,25397504,1288098,2165,16929494,8468010,13216866,12174685,5953,3401364,21986734,9406,1189,16050837,5878515,3468152,0,0,0,0,0,0
06/12/2021,Arunachal Pradesh,1418139,24371,109,797656,620483,779758,638058,323,0,1418139,0,294,962340,331159,124640,0,0,0,0,0,0
06/12/2021,Sikkim,996766,6372,20,523613,473153,546146,450254,366,0,996766,0,300,673573,208926,114267,0,0,0,0,0,0
06/12/2021,Bihar,86339998,9045017,9827,55384154,30955844,42544034,43775723,20241,8351145,77977771,11082,351,53289087,19016290,14034621,0,0,0,0,0,0
06/12/2021,Maharashtra,119474051,5302702,8669,76265845,43208206,64158180,55292390,23481,14420818,104808203,245030,5633,68695806,30019674,20758571,0,0,0,0,0,0
06/12/2021,Bihar,86339998,9045017,9827,55384154,30955844,42544034,43775723,20241,8351145,77977771,11082,351,53289087,19016290,14034621,0,0,0,0,0,0
06/12/2021,Telangana,39280894,5935838,3670,25703842,13577052,19895738,19377705,7451,5127531,34014044,139319,2238,23241160,10165007,5874727,0,0,0,0,0,0
